Locke ID	Entity ID	Vernacular Name	First name	Last name	Alias (alternate spellings, etc.)	Title(s)	Title full	Gender	Birthdate	Birth Location	Deathdate	Relationships	Leaves	Religion at Birth	Converted to	Date of Conversion	Communities	expertise	Notes
254	50187	James Seamer	James	Seamer	James Seamer			M	1657-01-01T00:00:00Z	England	1739-01-01T00:00:00Z		yes	puritan			professional	merchant, goldsmith, banker, collector, patron_arts	
255	50194	Jakob Schlappritzi	Jakob	Schlappritzi	Jacques Selapris			M		Switzerland	1681-01-01T00:00:00Z		yes	reformed			professional	banker	swiss, locke's banker, st gallen and lyon
256	50198	John Sergeant	John	Sergeant	John Sergeant			M	1623-02-02T00:00:00Z	Barrow upon Humber, Lincolnshire, England	1707-10-20T00:00:00Z		yes	anglican	catholic	1643	clergy, scholar	theologian, philosopher, classicist	antitolerationist, opponent of locke and tillotson's
257	50213	Rev. John Shower	Rev. John	Shower	Rev. John Shower			M	1657-01-01T00:00:00Z	England	1715-06-28T00:00:00Z	49779	no	presbyterian			clergy, professional	theologian, tutor, pamphleteer	married papillon's neice
258	50214	John Shute Barrington, 1st Viscount Barrington	John	Shute Barrington	John Barrington, 1st Viscount Barrington	viscount, baron	1st Viscount Barrington, Baron	M	1678-01-01T00:00:00Z	Theobalds, Hertfordshire, England	1734-12-14T00:00:00Z		yes	puritan			clergy, professional, secular_official, titled_nobility	political_advocate, lawyer, estate_manager, politician, theologian, latitudinarian	pro-tolerationist
259	50218	Caspar Sibelius	Caspar	Sibelius	Caspar Sibelius			M	1646-01-01T00:00:00Z	Goor, Overijssel, Netherlands	1696-01-01T00:00:00Z		yes	reformed			professional	physician, foreign_customs, west_indies, latinist	
260	50232	Mattheus Sladus	Mattheus	Sladus	Mattheus Sladus, Matthew Slade			M	1628-06-09T00:00:00Z	England	1689-12-20T00:00:00Z	48901, 49392, 50440	no	reformed			professional, scholar	physician	
261	50233	Sir Hans Sloane	Sir Hans	Sloane	Sir Hans Sloane	knight	knight	M	1660-04-16T00:00:00Z	Killyleagh, county Down, Ireland	1753-01-11T00:00:00Z	50594, 48216, 48323	no	anglican			FRS, professional, RCP	foreign_customs, west_indies, physician, courtier, administrator, chemist, botanist, letter_writer, collector, patron_arts, patron_sciences, book_collector, philanthropist	president of the FRS, then scretary, correspondant to Acadamie Francais, also academies Gottingen, St. Petersberg, Madrid, Prussia
262	50240	Rev. Humfry Smith	Rev. Humfry	Smith	Rev. Humfry Smith / Rev Humphrey			M	1655-01-01T00:00:00Z	place unknown	1709-01-01T00:00:00Z		yes	anglican			clergy, scholar	orientalist, book_collector	
263	50242	Rabsy Smithsby	Rabsy	Smithsby	Rabsy Smithsby			M	1660-01-01T00:00:00Z	England			yes						
264	50251	John Somers, 1st Baron Somers	John	Somers	John Somers, 1st Baron Somers	baron	1st Baron Somers	M	1651-03-04T00:00:00Z	Worcester, Worcestershire, England	1716-04-26T00:00:00Z	48236, 48322	no	anglican			FRS, secular_official, professional, titled_nobility	lawyer, politician, administrator, patron_arts, collector, book_collector, political_advocate	lord chancellor under william, dedicatee of locke's pamphlets on coinage, president of the FRS, utterly central to whig party for 25yrs following 1688
265	50254	Robert South	Robert	South	Robert South			M	1634-09-04T00:00:00Z	London, Greater London, England		47114, 48164	no	anglican			clergy	courtier, theologian	laudian
266	50255	John Sowter	John	Sowter	John Sowter			M		place unknown			yes					longitude	
267	50262	George Spens	George	Spens	George Spens			M		Scotland			yes				servant	botanist, foreign_customs, france	
268	50263	Edward Spranger	Edward	Spranger	Edward Spranger			M		Northweald Bassett, Epping, England	1704-01-01T00:00:00Z		yes				professional	lawyer	
269	50275	Sir John Stanley	Sir John	Stanley	Sir John Stanley	knight, baronet	knight, baronet	M	1663-01-01T00:00:00Z	England	1744-01-01T00:00:00Z		yes	anglican			titled_nobility, secular_official	administrator	corresponded with steele and swift
270	50292	Frances St John	Frances	St John	Frances St John			F		England		49059	no	anglican				patient	patient and dear friend - called each other father and daughter
271	50299	John Strachey	John	Strachey	John Strachey			M	1634-01-01T00:00:00Z	England	1674-01-01T00:00:00Z	49132	no	anglican			professional	lawyer	
272	50301	Elizabeth Stratton	Elizabeth	Stratton	Elizabeth Stratton			F		England	1699-01-01T00:00:00Z	50303, 48935	no	anglican			family		wife of william, sister of thomas grigg or s-i-l, locke's cousin
273	50302	Peter Stratton	Peter	Stratton	Peter Stratton			M	1674-01-01T00:00:00Z	England	1720-01-01T00:00:00Z	47983	no	anglican			family, professional	mercer, landowner	inherited half locke's goods, other half going to Peter king
274	50303	William Stratton	William	Stratton	William Stratton			M	1650-01-01T00:00:00Z	Stanton Wick, Stanton Drew, Somerset, England	1695-01-01T00:00:00Z	50301, 49412, 57808	no	anglican			family, professional	estate_manager, tanner, steward	husband of elizabeth, locke's cousin, since he married mary locke, daughter of peter
275	50305	Mrs Jane Stringer	Mrs Jane	Stringer	Mrs Jane Stringer			F	1654-01-01T00:00:00Z	England	1740-01-01T00:00:00Z	50306, 48327	no	anglican					wife of thomas
276	50306	Thomas Stringer	Thomas	Stringer	Thomas Stringer			M	1639-01-01T00:00:00Z	England	1702-01-01T00:00:00Z	50305, 48327, 48270, 47790	no	anglican			professional	estate_manager, steward, letter_writer, landowner	husband of jane
277	50322	Thomas Sydenham	Thomas	Sydenham	Thomas Sydenham			M	1624-01-01T00:00:00Z	London, Greater London, England	1689-01-01T00:00:00Z	48034, 49507	no	puritan			professional, scholar, military, RCP	physician, smallpox	
278	50333	John Tatam	John	Tatam	Rev. John Tatam			M		England	1733-01-01T00:00:00Z		yes	anglican			clergy		
279	50348	Thomas Tenison, archbishop of Canterbury	Thomas	Tenison	Thomas Tenison, archbishop of Canterbury	archbishop	archbishop of Canterbury	M	1636-09-29T00:00:00Z	Cottenham, Cambridgeshire, England	1715-12-14T00:00:00Z		yes	anglican			clergy, church_official, scholar	pamphleteer, controversialist, antilatitudinarian, theologian, philanthropist, administrator	whig
280	50364	David Thomas	David	Thomas	David Thomas, Adrian			M	1634-01-01T00:00:00Z	England	1694-01-01T00:00:00Z	50440, 50367, 48327, 48034, 48270, 47983, 48260	no	anglican			professional, scholar	physician, letter_writer, administrator	physician to AAC, 1st earl, lifelong frined of locke's
281	50366	Honor Thomas	Honor	Thomas	Honor Thomas, née Honor Greenhill, Parthenice			M		England	1695-01-01T00:00:00Z	50364, 50376, 50378	no	anglican					sister of John Greenhill, painter and Henry Greenhill, governor
282	50368	Jeremy Thomas	Jeremy	Thomas	Jeremy Thomas			M		place unknown		48649	no				servant		servant to Stephan Evance
283	50369	Samuel Thomas	Samuel	Thomas	Samuel Thomas			M	1627-01-01T00:00:00Z	England	1693-01-01T00:00:00Z		yes	anglican			clergy		non_juror under william in 1691
284	50370	William Thomas	William	Thomas	William Thomas			M		Salisbury, England	1714-01-01T00:00:00Z	50440	no					letter_writer, foreign_customs, west_indies	wrote to swift
285	50371	John Thompson, 1st Baron Haversham	John	Thompson	John Thompson, 1st Baron Haversham	baron	1st Baron Haversham	M	1648-10-01T00:00:00Z	London, Greater London, England	1710-11-01T00:00:00Z		yes	anglican			titled_nobility, professional, secular_official	administrator, lawyer, politician, landowner	erratic tory-whig switches
286	50376	F. Thornehill	F.	Thornehill	F. Thornehill			M		England		50366, 50378	no					patient	brother of Honor
287	50378	Henry Thornehill	Henry	Thornehill	Henry Thornehill			M		Wye, Kent, England	1689-01-01T00:00:00Z	50376, 50366, 47790	no	anglican			professional, secular_official	surveyor, administrator	
288	50383	Samuel Tilly	Samuel	Tilly	Samuel Tilly			M	1651-01-01T00:00:00Z	England	1685-01-01T00:00:00Z	50449	no	anglican			clergy		
289	50384	Christopher Tilson	Christopher	Tilson	Christopher Tilson			M		England			yes	anglican			secular_official	politician, landowner, finance	
290	50386	Matthew Tindal	Matthew	Tindal	Matthew Tindal			M	1657-05-12T00:00:00Z	Bere Ferrers, Devon, England	1733-08-16T00:00:00Z		yes	anglican	catholic, freethinker	1685, 1690	professional, scholar	controversialist, lawyer, theologian, pamphleteer	Hugely influential freethinker- very much a key figure.
291	50390	Nicolas Toinard	Nicolas	Toinard	Nicolas Toinard			M	1629-03-31T00:00:00Z	OrlÃ©ans, Loiret, France	1706-01-05T00:00:00Z	50071, 48838, 50435, 47695, 47755, 47888, 48260, 48351, 50001	no	catholic			scholar	theologian, numismatist, letter_writer, physics, classicist, translator, editor	forwarded letters to and from Paris for locke in the 1680s
292	50403	Gabriel Towerson	Gabriel	Towerson	Gabriel Towerson			M	1635-01-01T00:00:00Z	England	1697-10-14T00:00:00Z	50449	no	anglican			clergy, scholar	theologian	
293	50405	Henry Townshend	Henry	Townshend	Henry Townshend			M	1601-01-01T00:00:00Z	England	1663-01-01T00:00:00Z		yes	anglican			military, secular_official	administrator	
294	50427	Sir William Trumbull	Sir William	Trumbull	Sir William Trumbull	knight	knight	M	1639-08-12T00:00:00Z	Easthampstead Park, Bracknell, Berkshire, England	1716-12-14T00:00:00Z	47884	no	anglican			professional, secular_official, FRS	lawyer, administrator, politician, diplomat, finance, philanthropist	wrote to pope
295	50435	Thomas Tufton, 6th earl of Thanet	Thomas	Tufton	Thomas Tufton, 6th earl of Thanet	earl	6th earl of Thanet	M	1644-08-30T00:00:00Z	England	1729-07-30T00:00:00Z	50390	no	anglican			titled_nobility, secular_official	politician, patient	tory
296	50440	James Tyrrell	James	Tyrrell	James Tyrrell, Musidore			M	1642-05-05T00:00:00Z	London, Greater London, England	1718-06-07T00:00:00Z	50232, 50364, 50370, 48034, 47888, 52531, 48260, 49392	no	anglican	freethinker	1673	secular_official, scholar	theologian, landowner, administrator, judge, lawyer, political_theorist, latitudinarian, political_advocate, historian	whig, one of locke's greatest friends
297	50442	[unknown]		[unknown]						place unknown			yes						Hard to know what to do with this category, especially since EE integrates all unknowns across its database making it very hard for us to filter out only 'Lockean' unknowns
298	50449	William Uvedale	William	Uvedale	William Uvedale			M		Wickham or Bishop's Waltham, Hampshire, England		50383, 48652, 49006, 50403	no	anglican			scholar	poet	
299	50473	Egbertus Veen	Egbertus	Veen	Egbertus Veen			M	1630-01-01T00:00:00Z	Netherlands	1709-01-01T00:00:00Z	49392, 50474, 48946	no	reformed			professional	physician, latinist	dutch
300	50474	Maria Veen	Maria	Veen	Mevr. Maria Veen			F	1638-01-01T00:00:00Z	Netherlands	1690-01-01T00:00:00Z	50473, 48946	no	reformed					dutch
301	50487	Gisbertus Verrijn	Gisbertus	Verrijn	Gisbertus Verrijn, Verryn			M		Netherlands		49392, 49308	no	remonstrant			professional, scholar	physician, latinist, translator	dutch, tried to translate ECHU into latin, cousin of limborch, brother of other verrijn
302	50488	Johannes Verrijn	Johannes	Verrijn	Johannes Verrijn			M		Netherlands	1698-01-01T00:00:00Z	50487, 49329	no	remonstrant			clergy		dutch, cousin of limborch, brother of other verrijn
303	50505	R. Vincent	R.	Vincent	R. Vincent			M		place unknown			yes						french
304	50525	George Walls	George	Walls	Rev. George Walls			M	1645-01-01T00:00:00Z	Worcestershire, England		48216	no	anglican			clergy, scholar	philanthropist	
305	50531	Isaiah Ward	Isaiah	Ward	Isaiah Ward			M	1629-01-01T00:00:00Z	England	1674-01-01T00:00:00Z	48164	no	anglican			professional, scholar	physician, poet, classicist	
306	50535	William Warren	William	Warren	William Warren			M		Dorset, England		49882, 49414	no				family		cousin of william locke
307	50539	Thomas Watkins	Thomas	Watkins	Thomas Watkins			M		England	1699-01-01T00:00:00Z		yes				secular_official	administrator	clerk to the privy seal
308	50540	Thomas Weaver	Thomas	Weaver	Thomas Weaver			M		England	1705-01-01T00:00:00Z	48332	no	anglican			professional	lawyer, colonist, administrator, merchant	board of trade connection to locke
309	50546	Joseph West	Joseph	West	Joseph West			M		England	1691-01-01T00:00:00Z	48327, 48296	no	anglican			military, professional, secular_official	colonist, administrator, governor	
310	50549	Thomas Westrowe	Thomas	Westrowe	Thomas Westrowe			M		England			yes	anglican			professional	lawyer, poet	
311	50550	Hendrik Wetstein	Hendrik	Wetstein	Hendrik Wetstein, born Johann-Heinrich			M	1649-03-15T00:00:00Z	Amsterdam, North Holland, Netherlands	1726-04-04T00:00:00Z	48901, 50606	no	remonstrant			professional, scholar	editor, publisher, book_seller, classicist	
312	50554	John Wheelock	John	Wheelock	John Wheelock			M		England		50364, 48327, 48330, 48326, 48067	no	anglican			servant	estate_manager, 	servant to Locke, AAC 1&3, and dowager Spnser
313	50557	Daniel Whitby	Daniel	Whitby	Daniel Whitby			M	1638-03-24T00:00:00Z	Rushden, Northamptonshire, England	1726-03-21T00:00:00Z		yes	anglican			clergy, scholar	latitudinarian, classicist, theologian, anti_catholic, pamphleteer	
314	50576	George Williamson	George	Williamson	Rev. George Williamson			M	1599-01-01T00:00:00Z	England	1685-01-01T00:00:00Z	50578	no	anglican			clergy		father of a pupil
315	50578	Richard Williamson	Richard	Williamson	Richard Williamson			M		England		50576	no	anglican				pupil	Locke's pupil, george's son
316	50593	Henry Woodward	Henry	Woodward	Henry Woodward			M	1646-01-01T00:00:00Z	Barbados	1690-01-01T00:00:00Z		yes	anglican			professional	physician, translator, interpretor, colonist, administrator	
317	50594	John Woodward	John	Woodward	John Woodward			M	1665-05-01T00:00:00Z	Derbyshire, England	1728-04-25T00:00:00Z	50233	no	anglican			professional, scholar, FRS, RCP	merchant, physician, collector, antiquary, geologist, pamphleteer, natural_history, botanist, book_collector, linen_drapier	Satirised in Memoirs of Martinus Scriblerus
318	50606	John Wynne, bishop of Bath and Wells	John	Wynne	John Wynne, bishop of Bath and Wells	bishop	bishop of Bath and Wells	M	1665-01-01T00:00:00Z	Maes-y-coed, Caerwys, Flintshire, Wales	1743-07-15T00:00:00Z	50550	no	anglican			clergy, church_official, scholar	tutor, editor, theologian, philosopher, book_collector, philanthropist	Popularised ECHU, corresp w/ Swift
319	50609	Elizabeth Beale	Elizabeth	Beale	Elizabeth Beale			F	1663-01-01T00:00:00Z	England		50610	no	presbyterian				patient	sir walter's sister, married bartholomew beale
320	50610	Sir Walter Yonge	Sir Walter	Yonge	Sir Walter Yonge	knight, baronet	knight, 3rd baronet	M	1653-09-01T00:00:00Z	Devon, England	1731-07-18T00:00:00Z	50609, 48327, 48538, 48539, 48270, 48272, 48775	no	presbyterian			secular_official, row_college	politician, administrator	elizabeth beale's brother, part of both 'the row' and 'the college' of parliamentary advisors. Whiggish
321	50861	de Briolay de Beaupreau	de	Briolay de Beaupreau	Abbé de Beaupreau	abbé	abbé	M	1629-01-01T00:00:00Z	Angers, Maine-et-Loire, France	1671-01-01T00:00:00Z		yes	catholic			clergy, professional	physician, philanthropist	
322	51114	Charles Cudworth	Charles	Cudworth	Charles Cudworth			M		England	1684-01-01T00:00:00Z	48378, 48379	no	anglican			professional	colonist, administrator	related to damaris masham and the oates house
323	51271	Mrs Sarah Edwards	Mrs Sarah	Edwards	Mrs Sarah Edwards			F		England			yes					patient	
324	51328	Commissioners of Excise	Commissioners of	Excise	Commissioners of Excise								yes				secular_official	finance, administrator	Not a person per se but a body - what do we do with this entry?
325	51552	Sir Edward Harley	Sir Edward	Harley	Sir Edward Harley	knight	knight	M	1624-10-21T00:00:00Z	Brampton Bryan, Herefordshire, England	1700-12-08T00:00:00Z		yes	puritan			military, professional, secular_official	administrator, lawyer, politician, landowner	
326	51568	Samuel Heathcote	Samuel	Heathcote	Samuel Heathcote			M	1656-01-01T00:00:00Z	England	1708-01-01T00:00:00Z		yes	puritan			professional	merchant, finance, banker, administrator, education	involved in setting up the bank of england, consulted w/ Locke about educating his children
327	51613	Robert Hooke	Robert	Hooke	Robert Hooke			M	1635-07-18T00:00:00Z	Freshwater, Isle of Wight, England	1703-03-03T00:00:00Z	48034, 49753, 52652, 47759	no	anglican			scholar, FRS	administrator, anatomy, natural_philosopher, optics, mathematician, physics, astronomer, chemist, mechanics, surveyor, geologist	secretary of FRS
328	51697	de Juigné-Losé	de	Juigné-Losé	Baron de Champagne et Juigné	baron	Baron de Juignée	M		place unknown		49308	no	catholic			titled_nobility		
329	51711	Richard Kingdon	Richard	Kingdon	Richard Kingdon			M		place unknown			yes	anglican			professional	landowner, colonist, administrator	
330	52192	William Prettyman	William	Prettyman	William Prettyman			M		place unknown	1688-01-01T00:00:00Z		yes				secular_official	administrator	
331	52519	Sir George Treby	Sir George	Treby	Sir George Treby	knight	knight	M	1644-01-01T00:00:00Z	England			yes	anglican			professional, secular_official	politician, lawyer, judge, political_advocate, landowner, latitudinarian, anti_catholic	
332	52531	Catharine Trotter	Catharine	Trotter	née Trotter, but parried Patrick Cockburn			F	1674-08-16T00:00:00Z	London, Greater London, England	1749-05-11T00:00:00Z	48109, 48261, 49175, 48110, 50440	no	anglican	catholic, anglican	1701, 1707	professional, scholar	latinist, philosopher, playwright, pamphleteer	supporter of Locke's over the ECHU
333	52537	William Turnbull	William	Turnbull	William Turnbull			M		place unknown			yes				secular_official	administrator	government work
334	52550	Martine		Martine	Martine			F		England			yes				family	philanthropist	
335	52652	Sir Joseph Williamson	Sir Joseph	Williamson	Sir Joseph Williamson			M	1633-07-25T00:00:00Z	Bridekirk, near Cockermouth, Cumbria, England	1701-10-03T00:00:00Z	48327, 51613	no	anglican			servant, professional, secular_official, FRS	amanuensis, tutor, philanthropist, administrator, espionage, judge, politician, diplomat, foreign_customs, cologne, censor, chemist, theologian, anti_catholic, estate_manager, landowner	president of the FRS
